"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","PGA1","PGA2","PGA3","PGA4","PGA5","PGA1.1","PGA2.1","PGA3.1","PGA4.1","PGA5.1","sigma","valid","event.num","mag","eq.type","depth","resids","model"
"TKCH04",142.9176,43.1739,212.458546,212.458546,166.581789,"hard-soil",445,380,0.210526,3.741659,3.286752,3.748229,1.983756,2.122641,6.718843,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.254230287911354,"1995MY"
"KKWH15",142.7656,43.8546,220.104919,220.104919,176.186965,"rock",528,440,0.12,0.567565,0.51208,0.56977,0.364307,0.526521,5.1991,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.961912564779664,"1995MY"
"ABSH02",143.0264,44.4234,223.112343,223.112343,179.88118,"rock",501,388,0.133333,1.224525,1.113258,1.278685,0.727111,1.596164,5.078128,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.617735987420726,"1995MY"
"TKCH11",142.883,42.8742,223.657159,223.657159,180.669173,"hard-soil",458,424,0.366794,12.52675,10.806995,12.920008,6.977619,5.399551,6.149784,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.308978547930357,"1995MY"
"TKCH08",143.152,42.4865,227.352642,227.352642,185.241253,"soft-soil",353,312,0.674489,13.645142,13.126659,17.163016,12.116954,5.523076,7.184908,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.278556848042149,"1995MY"
"KKWH08",142.6562,43.0406,232.231541,232.231541,191.177969,"medium-soil",310,267,0.42087,9.267385,7.110733,9.349185,5.660367,2.69685,6.097817,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.181782818800844,"1995MY"
"KKWH14",142.5245,43.3841,234.388248,234.388248,193.774074,"rock",537,436,0.137143,1.091091,0.903555,1.097409,0.687787,0.456073,4.656441,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.63019313108791,"1995MY"
"KKWH05",142.6303,44.2921,240.445993,240.445993,200.999065,"rock",595,557,0.07967,0.948256,0.747394,0.957799,0.501452,0.790188,4.448865,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.671323628020146,"1995MY"
"SRCH05",142.1594,43.8243,259.831841,259.831841,223.867323,"hard-soil",410,373,0.292583,0.286768,0.254723,0.301216,0.190005,0.350833,4.695251,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-1.21412812640849,"1995MY"
"HDKH02",142.4054,42.7061,259.878299,259.878299,223.977374,"hard-soil",443,382,0.250454,4.072985,3.410282,4.074029,2.400163,1.412541,4.693688,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.0616014070227654,"1995MY"
"KKWH04",142.4056,44.4376,259.99066,259.99066,224.010275,"soft-soil",381,336,0.684066,0.713099,0.649931,0.8376,0.56666,0.660168,5.638515,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.898014912689583,"1995MY"
"HDKH07",142.9164,42.133,261.656697,261.656697,226.055818,"rock",459,400,0.18756,4.315778,3.784666,4.578584,3.176886,1.511102,3.810584,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.0540675572443734,"1995MY"
"SOYH10",142.6039,44.7433,263.045394,263.045394,227.52624,"rock",588,539,0.070588,1.566278,1.504646,2.123546,1.498656,2.387368,3.773053,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.381824057913233,"1995MY"
"HDKH03",142.3521,42.5934,268.113976,268.113976,233.490379,"hard-soil",341,288,0.351852,8.746727,7.173925,8.919567,4.968667,1.775343,4.426958,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.295740169974257,"1995MY"
"KKWH03",142.2725,44.4732,269.758922,269.758922,235.27872,"hard-soil",311,227,0.32,0.217679,0.206852,0.275827,0.192669,0.42014,4.37603,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-1.30326375699194,"1995MY"
"HDKH01",142.2296,42.7031,271.35082,271.35082,237.197608,"hard-soil",368,298,0.241778,2.374957,2.229471,2.374972,1.308066,0.490993,4.327456,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.260576909947591,"1995MY"
"IBUH02",142.1285,42.8714,272.040479,272.040479,237.980009,"rock",541,448,0.104396,0.933842,0.924342,0.951676,0.639086,0.440359,3.541092,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.578863807532873,"1995MY"
"KKWH01",142.3036,44.5973,273.25979,273.25979,239.277238,"hard-soil",417,358,0.253585,0.355456,0.313588,0.369834,0.223142,0.509798,4.270111,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-1.07965331510253,"1995MY"
"RMIH04",141.9621,44.0974,278.16528,278.16528,244.898845,"rock",543,491,0.151297,0.436359,0.350129,0.439647,0.236475,0.550384,3.393502,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.890804171670103,"1995MY"
"SRCH07",141.8978,43.23,279.497058,279.497058,246.456665,"hard-soil",315,253,0.289524,0.987556,0.939384,1.122781,0.777047,0.454958,4.089366,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.617094249889594,"1995MY"
"HDKH06",142.3572,42.3498,279.862029,279.862029,246.9038,"hard-soil",412,354,0.212422,5.388453,5.296502,5.74749,3.784694,2.679897,4.079094,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.12090038567998,"1995MY"
"KKWH09",142.2542,44.7745,284.960045,284.960045,252.549084,"rock",562,474,0.1,0.375076,0.337946,0.395996,0.241331,0.40102,3.238788,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.936263245682253,"1995MY"
"KKWH10",142.0528,44.6617,291.764661,291.764661,260.212878,"hard-soil",327,271,0.366331,0.318182,0.296521,0.331551,0.229395,0.328572,3.761276,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-1.07265959547961,"1995MY"
"IBUH01",141.8191,42.8739,293.172871,293.172871,261.882833,"medium-soil",306,248,0.529085,3.973059,3.373484,4.112303,2.055416,0.724685,3.946538,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.00290872553493371,"1995MY"
"SOYH01",142.1185,45.3346,326.124852,326.124852,298.200801,"hard-soil",312,252,0.290472,0.343713,0.33899,0.367066,0.240935,0.294656,3.002654,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.941309332280848,"1995MY"
"IBUH05",141.3497,42.5629,336.601122,336.601122,309.752103,"soft-soil",379,297,1.199461,1.045684,1.017799,1.099935,0.706582,0.666986,3.378219,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.509287337246916,"1995MY"
"AOMH01",140.9127,41.5273,418.608701,418.608701,397.380358,"medium-soil",301,253,0.511648,7.628895,6.961886,8.30368,5.15173,1.725311,1.823494,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.621557298885813,"1995MY"
"OSMH02",140.6331,41.8374,419.514362,419.514362,398.328748,"soft-soil",325,298,1.943871,1.23078,1.110238,1.503937,1.04369,0.695655,2.059024,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.223480978378264,"1995MY"
"AOMH06",141.3738,40.9664,429.33552,429.33552,408.675067,"medium-soil",434,398,0.502642,9.923865,9.580129,11.177725,7.71596,3.096472,1.715809,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.762211906166575,"1995MY"
"IWTH08",141.7831,40.2686,465.675045,465.675045,446.712402,"hard-soil",304,238,0.335238,7.674499,7.525368,8.20747,5.288025,3.750884,1.323896,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.763196163840335,"1995MY"
"IWTH07",141.5709,40.2705,475.528001,475.528001,456.977372,"hard-soil",395,299,0.218519,3.745386,3.488004,3.753409,2.283,1.798792,1.254794,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.474924149409993,"1995MY"
"AOMH11",140.995,40.58,480.146783,480.146783,461.781266,"medium-soil",539,419,0.402266,7.192111,6.909336,7.599199,5.21081,2.635069,1.296354,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.744132769424618,"1995MY"
"IWTH01",141.3423,40.2383,489.521732,489.521732,471.525978,"rock",438,352,0.179832,10.757325,10.077982,12.515328,8.692217,3.185956,0.95681,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,1.05087858406444,"1995MY"
"IWTH12",141.4245,40.1533,492.716899,492.716899,474.843403,"soft-soil",367,312,0.634909,8.472804,7.940633,8.605457,5.695234,4.302867,1.375306,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.789627822383088,"1995MY"
"IWTH06",141.1709,40.2611,496.343654,496.343654,478.606187,"medium-soil",431,356,0.493632,6.210854,5.838939,6.892002,4.828247,2.726206,1.188479,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.718159808000001,"1995MY"
"AOMH10",140.6646,40.6091,496.801078,496.801078,479.078064,"medium-soil",329,292,0.528342,1.034174,0.938907,1.045475,0.738733,0.505835,1.185586,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.0593394472498105,"1995MY"
"IWTH11",141.1915,40.0811,510.420631,510.420631,493.194071,"medium-soil",343,331,0.56592,4.645779,4.16444,5.249538,3.369788,2.740331,1.102999,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.624483427839013,"1995MY"
"AOMH15",140.5565,40.4841,512.495766,512.495766,495.339237,"rock",577,489,0.11,0.735478,0.63309,0.788139,0.49162,0.273937,0.846886,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.0612552671227507,"1995MY"
"IWTH10",140.9529,40.1391,517.827711,517.827711,500.857581,"rock",496,386,0.192717,2.315326,2.28648,2.502932,1.717258,0.757357,0.823478,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.448960147646554,"1995MY"
"IWTH02",141.3826,39.825,523.441631,523.441631,506.661953,"hard-soil",389,304,0.257778,14.506082,12.306902,15.418568,10.500277,2.650809,0.972489,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,1.17366543047147,"1995MY"
"AOMH14",140.2726,40.5488,524.557418,524.557418,507.810478,"hard-soil",360,293,0.213333,1.136584,1.134451,1.371991,0.957924,0.591984,0.966837,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.0702482759502482,"1995MY"
"AKTH10",140.5812,40.3002,525.198564,525.198564,508.475139,"hard-soil",333,251,0.317656,0.577742,0.516002,0.648042,0.446408,0.209754,0.963606,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.222165555005464,"1995MY"
"IWTH21",141.9336,39.4734,532.24455,532.24455,515.752961,"rock",521,398,0.168333,2.502785,2.44174,3.021588,2.135418,1.50457,0.763775,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.515458104569381,"1995MY"
"AKTH09",140.4596,40.2755,534.041286,534.041286,517.60575,"soft-soil",319,302,0.720893,0.785628,0.686854,0.817335,0.482869,0.485807,1.106406,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.148697568840401,"1995MY"
"IWTH15",141.0929,39.6148,555.738244,555.738244,539.97158,"soft-soil",337,300,0.96,2.888719,2.796172,3.148603,2.213895,1.428785,0.989409,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.465329441388124,"1995MY"
"IWTH16",140.9465,39.6436,560.288682,560.288682,544.654835,"rock",534,502,0.173626,1.836804,1.829585,2.16724,1.463571,1.456456,0.661122,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.443781207164192,"1995MY"
"IWTH22",141.3015,39.334,571.528683,571.528683,556.21377,"rock",532,422,0.152782,3.032705,2.732294,3.069666,2.041043,1.555345,0.62441,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.686360317559364,"1995MY"
"IWTH19",141.0001,39.4559,574.260618,574.260618,559.021307,"rock",482,417,0.123209,1.957931,1.799489,1.958143,1.358468,0.625524,0.615835,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.502333014939358,"1995MY"
"AKTH12",140.2221,39.9155,575.796978,575.796978,560.597914,"hard-soil",389,308,0.24,0.652537,0.559851,0.658454,0.367458,0.325671,0.743177,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.0564871185830921,"1995MY"
"IWTH04",141.3909,39.1809,581.874831,581.874831,566.841911,"rock",455,372,0.190909,3.930923,3.537254,4.416278,3.12029,2.068854,0.592625,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.821714568496733,"1995MY"
"IWTH24",141.0118,39.1979,596.96337,596.96337,582.324003,"soft-soil",486,447,0.722678,0.991372,0.904474,1.015581,0.718043,0.702087,0.803404,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.0913026589921632,"1995MY"
"AKTH04",140.7129,39.174,613.083098,613.083098,598.841694,"hard-soil",458,362,0.220775,2.307804,2.236277,2.712834,1.847642,0.832865,0.616808,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.573048923878057,"1995MY"
"IWTH05",141.3512,38.8654,613.279049,613.279049,599.041864,"hard-soil",429,372,0.260769,2.139175,2.028483,2.279773,1.56875,0.912134,0.61621,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.540517572586692,"1995MY"
"IWTH26",141.0013,38.969,618.438136,618.438136,604.324143,"hard-soil",371,320,0.367843,2.008936,1.938826,2.033881,1.386436,1.117821,0.600706,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.52430413155305,"1995MY"
"IWTH25",140.8638,39.0092,620.924543,620.924543,606.869021,"hard-soil",506,495,0.267135,0.996057,0.977335,1.049922,0.666581,0.567972,0.593388,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.2249454325199,"1995MY"
"AKTH06",140.4952,38.9801,640.861984,640.861984,627.257807,"rock",455,352,0.198095,0.407649,0.374694,0.413377,0.27834,0.187934,0.44249,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,-0.0356170790608105,"1995MY"
"MYGH06",141.071,38.5907,650.90561,650.90561,637.517656,"rock",593,554,0.04,0.511518,0.500324,0.582486,0.398174,0.321937,0.421393,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.0841736038514362,"1995MY"
"MYGH05",140.7804,38.5793,664.381632,664.381632,651.273923,"soft-soil",305,283,0.885214,1.582813,1.418577,1.706124,1.003989,0.507128,0.577274,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.438047610934786,"1995MY"
"MYGH10",140.8924,37.9411,720.508586,720.508586,708.45054,"soft-soil",347,329,0.928685,1.617178,1.573276,1.684933,1.180508,0.549844,0.441914,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.563420064192662,"1995MY"
"FKSH20",140.9871,37.4911,760.99632,760.99632,749.596644,"medium-soil",350,350,0.589714,1.208702,1.156981,1.343495,0.933329,0.777563,0.322323,-1,-1,-1,-1,0.276,1,20070113126.96,5.9,"intra-plate",131.9,0.574027944155336,"1995MY"
"NIG019",138.7898,37.3057,36.411448,33.5894,32.155142,"hard-soil",395,332,0.312805,454.671839,422.595942,524.783089,349.41331,116.457294,42.012354,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,1.03432103991628,"1995MY"
"NIG020",138.962,37.2332,50.626577,46.709,47.628844,"hard-soil",354,296,0.338966,129.681601,129.106032,158.927532,109.152343,66.050196,28.925873,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.651591888422396,"1995MY"
"NGN001",138.366,36.8514,82.962236,62.5977,81.225332,"hard-soil",326,271,0.365116,162.751921,154.682245,175.042344,121.138579,54.026796,20.47618,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.900277184704092,"1995MY"
"FKS029",139.3801,37.0159,92.644449,86.8328,91.004722,"rock",454,385,0.16092,110.036528,93.010102,114.454915,73.592252,28.717844,11.200179,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.992311915000077,"1995MY"
"GNM002",138.9695,36.7819,93.377811,82.2085,91.786278,"rock",465,394,0.122909,82.607083,66.161536,83.647506,42.146018,33.783106,12.012988,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.837366243489344,"1995MY"
"NGN004",138.1938,36.6486,108.664561,86.767,107.357068,"hard-soil",485,412,0.264113,39.018503,32.712141,39.136656,23.348714,16.145504,13.634805,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.456621671855639,"1995MY"
"GNM003",139.0784,36.6578,109.52524,98.4994,108.163549,"hard-soil",395,333,0.310319,80.75608,70.297841,83.708089,42.182748,31.660954,11.552481,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.844499966671028,"1995MY"
"TCG004",139.4204,36.8061,111.525302,105.649,110.163921,"hard-soil",452,383,0.280026,43.753442,38.88881,50.705835,34.358595,19.404234,10.51836,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.619064192985107,"1995MY"
"NGN005",137.8544,36.6981,117.725831,95.2295,116.54304,"rock",534,455,0.133296,17.422219,15.966282,19.905322,13.629771,8.374473,9.932213,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.244057443997761,"1995MY"
"NGN007",138.1191,36.5339,122.768945,100.492,121.618087,"hard-soil",341,285,0.352395,39.104743,35.241683,40.978135,25.341799,13.073742,11.248848,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.541121387594426,"1995MY"
"TCG010",139.4376,36.6347,127.29776,120.499,126.105573,"rock",540,461,0.149865,24.54704,23.193361,25.205293,16.57744,12.305772,7.218484,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.531553132117604,"1995MY"
"NGN010",138.4357,36.3281,138.288856,117.85,137.249953,"hard-soil",361,302,0.224946,14.687253,13.635874,16.470922,11.420059,6.844993,9.055541,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.210026174783197,"1995MY"
"GNM009",139.3251,36.4106,143.355158,132.907,142.303697,"hard-soil",414,349,0.29666,29.848486,29.699938,35.414348,24.981598,16.774272,7.638605,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.591908254573374,"1995MY"
"NGN011",138.2669,36.2564,148.477798,126.921,147.519769,"rock",577,493,0.070748,14.66746,13.963551,15.596227,10.434457,6.168377,6.708853,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.339706636511132,"1995MY"
"FKS016",140.1914,37.1228,149.324238,142.534,148.269587,"hard-soil",302,250,0.391762,13.573512,12.878636,14.239544,9.572932,4.859585,6.898911,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.293911688888754,"1995MY"
"ISK003",136.9083,37.3919,152.409336,132.941,151.546066,"rock",561,479,0.139653,38.248833,30.640934,38.64475,23.161888,16.559486,6.278473,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.784764158099432,"1995MY"
"NGN012",137.9785,36.2564,155.78396,133.056,154.88592,"rock",547,467,0.078689,30.099161,26.839339,30.365333,18.857962,10.524906,6.270655,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.681241482665091,"1995MY"
"TCG006",140.1297,36.7639,162.186314,155.357,161.218482,"rock",487,413,0.134737,23.495503,22.43057,31.757348,22.405276,7.073338,4.987732,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.673081636994315,"1995MY"
"NGN014",138.4844,36.0956,163.438907,143.209,162.558455,"hard-soil",314,261,0.294689,11.109763,8.801564,11.124002,5.670217,4.395267,6.851044,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.20994803768228,"1995MY"
"TCG012",139.8047,36.2859,177.6399,170.608,176.770876,"hard-soil",379,318,0.322957,36.159548,30.958875,40.167154,25.147908,8.87297,5.251376,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.837949878080866,"1995MY"
"MYG016",140.621,38.0085,185.050085,179.94,184.182797,"hard-soil",444,375,0.282344,12.309525,11.030784,13.709864,8.760095,4.364657,4.827327,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.406534576055775,"1995MY"
"IBR008",139.9828,36.3062,185.895589,179.477,185.057712,"rock",557,476,0.088,9.158968,8.826175,10.661245,7.538244,4.303437,3.985587,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.36135424803061,"1995MY"
"NGN020",137.9532,35.8282,201.292011,178.654,200.59895,"rock",591,506,0.094737,11.254274,10.716149,12.309712,8.31077,4.19172,4.014889,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.447643941611312,"1995MY"
"IBR006",140.4528,36.369,211.324701,204.418,210.570369,"hard-soil",393,331,0.214417,9.969871,8.869075,10.027732,5.848146,4.025962,3.918023,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.405622557910339,"1995MY"
"NGN021",137.9341,35.7304,212.148583,189.505,211.491856,"rock",562,480,0.121529,10.342028,9.990072,11.27634,7.677051,5.048084,3.651238,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.452165566595648,"1995MY"
"NGN018",137.5295,35.8132,216.85437,193.497,216.226855,"hard-soil",467,396,0.272044,11.422155,9.235798,11.788209,6.330105,2.881693,4.291786,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.425109990554296,"1995MY"
"GIF006",136.9528,36.0333,225.166173,202.241,224.582228,"rock",596,510,0.118814,3.261511,3.195733,4.389855,3.095669,1.6277,3.279833,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.0024328836111851,"1995MY"
"MYG012",141.0193,38.3175,228.782867,224.075,228.068731,"rock",430,363,0.156303,5.551909,5.040723,5.841135,3.470667,3.351306,2.75351,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.304555681029441,"1995MY"
"YMN003",138.813,35.4648,233.512902,214.798,232.886226,"rock",432,365,0.154083,5.402053,4.604707,6.256123,4.128673,1.990403,2.962161,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.260950181080255,"1995MY"
"ISK013",136.6247,36.1805,234.288203,211.14,233.738099,"rock",474,402,0.154006,2.332518,2.312727,2.334495,1.40963,1.156743,3.050253,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.11651085906169,"1995MY"
"GIF009",136.8311,35.9219,241.650557,218.709,241.110643,"hard-soil",455,386,0.275521,1.800674,1.676085,1.84375,1.166885,1.830711,3.492532,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.287705300166308,"1995MY"
"KNG012",139.2048,35.3794,248.074092,231.583,247.47157,"rock",475,403,0.115622,2.535945,2.412557,2.65774,1.656848,1.297665,2.598734,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.0106219982039994,"1995MY"
"SZO010",138.9349,35.3091,251.733402,233.523,251.14828,"rock",423,357,0.13986,5.936571,5.686993,6.524205,4.603098,3.655577,2.560621,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.365190363353163,"1995MY"
"GIF019",137.4039,35.4495,258.098876,234.695,257.575929,"rock",594,508,0.102256,4.071929,4.027021,5.048243,3.520016,3.695051,2.537952,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.20531679276546,"1995MY"
"KNG005",139.5462,35.3192,262.729803,248.205,262.150487,"rock",440,372,0.169749,2.753802,2.531487,2.852938,1.662114,2.164547,2.294681,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.079210391321435,"1995MY"
"FKI001",136.1571,36.2161,264.874724,241.82,264.40229,"hard-soil",418,353,0.296557,6.291305,5.915039,7.541912,5.29132,2.116906,2.925735,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.33250575300409,"1995MY"
"SZO022",137.8136,35.0916,283.226874,260.603,282.738882,"hard-soil",379,318,0.319364,7.811202,7.600688,8.202319,5.111209,1.917442,2.55094,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.48601762513324,"1995MY"
"CHB005",140.83,35.7358,283.906848,277.075,283.334752,"hard-soil",505,430,0.254278,4.903394,4.041067,5.676987,3.833123,1.371202,2.271761,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.334134151689605,"1995MY"
"CHB018",140.3222,35.1577,307.953545,297.369,307.439078,"hard-soil",343,286,0.247977,1.575277,1.36123,1.603259,0.936043,0.668147,1.978978,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.0990840341569017,"1995MY"
"MIE001",136.4943,35.1718,326.056104,302.664,325.664897,"hard-soil",567,484,0.234581,1.494703,1.282143,1.496769,0.90589,1.036836,1.910518,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,-0.106596227572774,"1995MY"
"SIG008",136.2946,35.0701,345.810334,322.504,345.446221,"hard-soil",427,360,0.294541,2.176579,2.072086,2.324942,1.568382,1.478594,1.678832,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.11276719606085,"1995MY"
"NIGH06",139.0676,37.6527,45.264011,42.5754,41.864918,"hard-soil",336,264,0.248889,149.948296,148.93258,161.646397,104.822596,85.962973,32.172195,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.668460842481378,"1995MY"
"NIGH11",138.744,37.1728,47.458728,39.9033,44.285487,"soft-soil",375,363,0.789231,163.056997,148.069419,163.061273,102.046179,71.674841,41.636905,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.592861000129919,"1995MY"
"NIGH09",139.1279,37.5386,49.029894,45.2871,45.900092,"rock",462,399,0.153333,127.751036,124.159139,128.016788,78.337043,74.51303,24.646773,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.714604365548309,"1995MY"
"NIGH12",138.9821,37.2239,52.470786,48.4238,49.581488,"rock",552,493,0.129333,195.584821,155.038125,196.851867,103.199885,56.880562,22.811764,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.933176276989397,"1995MY"
"NIGH13",138.3966,37.0544,61.250897,42.3703,58.872771,"hard-soil",461,520,0.33572,264.106765,216.812423,288.569556,180.170549,66.53655,32.349921,-1,-1,-1,-1,0.276,1,200716101322.55,6.1,"crustal",16.8,0.911906301207842,"1995MY"
