"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","PGA1","PGA2","PGA3","PGA4","PGA5","PGA1.1","PGA2.1","PGA3.1","PGA4.1","PGA5.1","sigma","valid","event.num","mag","eq.type","depth","resids","model"
"YMGH02",131.1434,34.1111,680.218665,667.743,679.929159,"hard-soil",398,286,0.211921,0.127079,0.095938,0.129858,0.07712,0.073626,-1,0.058784,-1,-1,-1,0.21,0,20091105075.74,6.2,"intra-plate",23.3,0.212731525949678,"1990FT"
"MYG012",141.0193,38.3175,104.213582,104.213582,96.2189,"rock",430,363,0.156303,91.39615,73.592031,95.686985,60.067105,42.780403,-1,20.570386,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.553588347555012,"1990FT"
"MYG016",140.621,38.0085,116.958004,116.958004,109.956949,"hard-soil",444,375,0.282344,49.73782,41.238995,51.559236,26.721278,21.477372,-1,29.989009,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.138345958379608,"1990FT"
"FKS016",140.1914,37.1228,163.527542,163.527542,158.686037,"hard-soil",302,250,0.391762,53.099013,52.961127,65.380024,45.944587,18.155436,-1,15.387958,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.536776225941725,"1990FT"
"TCG006",140.1297,36.7639,187.99187,187.99187,183.822893,"rock",487,413,0.134737,26.147181,25.161581,26.805273,15.668191,14.998007,-1,6.265223,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.603801392460363,"1990FT"
"IBR006",140.4528,36.369,197.243102,197.243102,193.286341,"hard-soil",393,331,0.214417,22.956889,22.369671,25.833849,18.266671,11.060191,-1,9.938959,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.352318697732915,"1990FT"
"IBR008",139.9828,36.3062,230.137387,230.137387,226.774852,"rock",557,476,0.088,15.38224,13.787387,16.190476,8.815001,4.905671,-1,3.729373,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.567846143746699,"1990FT"
"FKS029",139.3801,37.0159,233.129518,233.129518,229.792134,"rock",454,385,0.16092,2.953093,2.540719,3.363677,2.333875,0.895823,-1,3.599062,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.151232692844209,"1990FT"
"TCG004",139.4204,36.8061,239.043935,239.043935,235.80016,"hard-soil",452,383,0.280026,4.242917,3.643199,4.245836,2.359478,2.306983,-1,5.985137,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.215591201808253,"1990FT"
"CHB005",140.83,35.7358,240.836182,240.836182,237.627193,"hard-soil",505,430,0.254278,5.862077,5.127487,6.235564,3.905499,1.742148,-1,5.860368,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.0580203203112429,"1990FT"
"TCG012",139.8047,36.2859,243.124779,243.124779,239.951102,"hard-soil",379,318,0.322957,13.640975,13.135119,13.6749,8.119323,4.319437,-1,5.705226,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.362161158992547,"1990FT"
"TCG010",139.4376,36.6347,246.634333,246.634333,243.500001,"rock",540,461,0.149865,6.097657,5.687219,6.097699,3.685973,2.942719,-1,3.070706,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.267661714544657,"1990FT"
"NIG020",138.962,37.2332,261.38048,261.38048,258.409855,"hard-soil",354,296,0.338966,2.385041,2.183383,2.460644,1.475927,1.386398,-1,4.618523,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.325373186197379,"1990FT"
"GNM009",139.3251,36.4106,268.174702,268.174702,265.308833,"hard-soil",414,349,0.29666,10.64799,10.298585,11.179173,7.553495,4.886376,-1,4.274133,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.381929525658022,"1990FT"
"NIG019",138.8121,37.3043,272.632576,272.632576,269.786723,"hard-soil",395,332,0.312805,1.627819,1.583182,1.769614,1.251053,0.915652,-1,4.063524,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.409371985616112,"1990FT"
"GNM003",139.0784,36.6578,273.299201,273.299201,270.48308,"hard-soil",395,333,0.310319,6.111915,5.855548,6.380221,4.174488,2.480006,-1,4.033018,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.161937385055677,"1990FT"
"GNM002",138.9695,36.7819,276.255596,276.255596,273.467221,"rock",465,394,0.122909,3.92104,2.876681,4.011624,2.175525,0.58058,-1,2.187318,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.118979778023766,"1990FT"
"CHB018",140.3222,35.1577,317.155709,317.155709,314.761401,"hard-soil",343,286,0.247977,1.565219,1.411065,1.795312,1.180194,0.726582,-1,2.483014,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.245432148475761,"1990FT"
"KNG008",139.3265,35.5751,328.617239,328.617239,326.314839,"hard-soil",330,275,0.35939,5.086031,4.509684,5.086165,3.084113,1.886105,-1,2.194158,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.312878213659783,"1990FT"
"KNG005",139.5462,35.3192,337.790726,337.790726,335.555775,"rock",440,372,0.169749,1.892733,1.802097,1.913588,1.158229,1.069981,-1,1.115313,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.208381399353725,"1990FT"
"NGN010",138.4357,36.3281,340.687352,340.687352,338.459122,"hard-soil",361,302,0.224946,1.507358,1.260139,1.587125,0.98951,0.695593,-1,1.928534,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.184808847129654,"1990FT"
"AOM029",140.2965,40.5758,345.213181,345.213181,342.818213,"hard-soil",461,391,0.273971,1.497636,1.491027,1.562596,1.104895,1.001532,-1,1.837998,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.0908595266075621,"1990FT"
"NGN014",138.4844,36.0956,349.852309,349.852309,347.690223,"hard-soil",314,261,0.294689,2.415467,1.932921,2.427363,1.169606,0.634358,-1,1.749893,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.0432026105655597,"1990FT"
"KNG012",139.2048,35.3794,352.007726,352.007726,349.869012,"rock",475,403,0.115622,2.503198,2.426333,2.518883,1.629067,1.280524,-1,0.95916,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.403059345978795,"1990FT"
"YMN003",138.813,35.4648,369.625209,369.625209,367.594301,"rock",432,365,0.154083,3.973536,3.247841,4.131043,2.521961,1.477929,-1,0.797293,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.609976808812047,"1990FT"
"SZO010",138.9349,35.3091,374.12152,374.12152,372.117907,"rock",423,357,0.13986,4.287956,4.061818,5.71239,4.025247,2.090358,-1,0.760817,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.727440251757374,"1990FT"
"NGN020",137.9532,35.8282,405.890311,405.890311,404.046555,"rock",591,506,0.094737,1.377063,1.174484,1.429352,0.961912,0.842917,-1,0.548486,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.330681557989734,"1990FT"
"AOM002",140.8132,41.328,411.387316,411.387316,409.347553,"hard-soil",374,314,0.24459,1.480788,1.449136,1.629954,1.133276,0.491485,-1,0.924848,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.195038783769752,"1990FT"
"NGN021",137.9341,35.7304,413.22672,413.22672,411.419214,"rock",562,480,0.121529,1.480886,1.28389,1.629221,1.005834,0.777631,-1,0.508995,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.401814300063715,"1990FT"
"HKD105",142.0543,42.4825,530.376289,530.376289,528.75161,"rock",375,314,0.165079,1.439055,1.434918,1.446445,0.951945,0.479424,-1,0.159712,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.953489535347366,"1990FT"
"HKD095",143.2137,42.9311,591.696017,591.696017,590.216481,"hard-soil",333,277,0.263492,2.516025,2.410033,2.806744,1.769132,0.86874,-1,0.158413,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,1.18223217065892,"1990FT"
"FKSH20",140.9871,37.4911,87.362899,87.362899,77.787391,"medium-soil",350,350,0.589714,125.578498,113.29259,143.220628,92.993451,37.113176,-1,39.646821,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.455993135358762,"1990FT"
"MYGH10",140.8924,37.9411,93.867134,93.867134,84.97015,"soft-soil",347,329,0.928685,123.542738,109.003285,127.912875,76.948003,33.757889,-1,56.595714,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.28465604308119,"1990FT"
"FKSH19",140.7227,37.4703,108.284794,108.284794,100.74118,"hard-soil",338,255,0.313725,102.381185,100.966275,117.270331,78.552296,37.053941,-1,34.357733,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.468151833524505,"1990FT"
"FKSH17",140.5974,37.6636,114.950166,114.950166,107.860288,"rock",543,434,0.133333,63.963461,51.624609,64.552303,32.145689,15.776867,-1,17.347045,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.473631270278122,"1990FT"
"MYGH09",140.6027,38.0091,118.4264,118.4264,111.518752,"medium-soil",358,315,0.400272,35.416289,32.459231,37.215074,20.119974,19.865842,-1,23.839196,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.134046622317004,"1990FT"
"FKSH18",140.538,37.4894,122.582438,122.582438,115.982765,"hard-soil",307,251,0.390649,75.241537,72.467767,78.874419,53.615651,29.7356,-1,27.522273,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.420460580897071,"1990FT"
"MYGH06",141.071,38.5907,123.089959,123.089959,116.366577,"rock",593,554,0.04,22.921235,18.610436,23.821771,12.248299,14.136688,-1,15.315273,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.0846318051176664,"1990FT"
"FKSH12",140.5703,37.2169,130.066513,130.066513,123.891624,"hard-soil",448,357,0.244,64.780333,63.461777,66.974137,46.192944,26.73925,-1,24.615068,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.411311188796485,"1990FT"
"FKSH16",140.3766,37.7643,133.183173,133.183173,127.117743,"rock",531,462,0.088889,27.504491,24.650621,28.999626,19.275283,10.50179,-1,13.186432,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.271700564985802,"1990FT"
"FKSH09",140.4264,37.353,135.612955,135.612955,129.697841,"rock",584,433,0.16381,41.150183,37.730583,43.992751,25.301761,9.258521,-1,12.728961,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.471900559959455,"1990FT"
"MYGH05",140.7804,38.5793,137.438227,137.438227,131.468636,"soft-soil",305,283,0.885214,38.277567,33.520933,39.743755,22.238539,15.779427,-1,28.721821,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.0671041267326253,"1990FT"
"IWTH05",141.3512,38.8654,139.070947,139.070947,133.115383,"hard-soil",429,372,0.260769,62.646803,55.122833,63.108249,40.947441,24.43405,-1,21.597161,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.406934863914964,"1990FT"
"YMTH01",140.3805,38.3841,151.261096,151.261096,145.895733,"soft-soil",327,300,0.729697,12.40733,11.388595,14.320274,9.418999,6.327369,-1,23.630294,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.316998976117022,"1990FT"
"FKSH08",140.2144,37.2822,155.155461,155.155461,150.029618,"rock",562,473,0.115556,31.750415,28.157935,32.582515,20.365356,7.976183,-1,9.667124,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.464303512753506,"1990FT"
"IBRH13",140.575,36.7955,155.992742,155.992742,150.917158,"hard-soil",335,287,0.317815,35.937444,31.856663,36.91225,21.325295,21.121951,-1,17.043105,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.271651561674303,"1990FT"
"IWTH26",141.0013,38.969,160.666359,160.666359,155.548683,"hard-soil",371,320,0.367843,43.479106,41.438743,53.329271,37.651817,18.544141,-1,15.993139,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.413472861264911,"1990FT"
"YMTH07",140.0278,37.896,163.681484,163.681484,158.791681,"hard-soil",371,312,0.242956,16.928169,16.082461,20.833086,14.380488,6.915412,-1,15.356167,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.0200696804375355,"1990FT"
"MYGH02",140.6513,38.8587,167.006895,167.006895,162.114277,"hard-soil",398,341,0.234398,6.360161,6.297674,7.037647,4.682741,3.844411,-1,14.687879,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.367778910550832,"1990FT"
"FKSH10",140.093,37.1616,169.577232,169.577232,164.915058,"rock",487,401,0.106667,40.471418,36.798319,44.572562,30.376319,24.056847,-1,7.959583,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.664937664146647,"1990FT"
"IBRH12",140.3181,36.8369,170.117273,170.117273,165.484368,"hard-soil",485,400,0.2,31.273178,30.701864,33.389424,22.119512,12.386763,-1,14.093424,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.338148225712209,"1990FT"
"IWTH04",141.3909,39.1809,170.802664,170.802664,165.964211,"rock",455,372,0.190909,44.57252,36.325618,46.137201,24.986191,16.771304,-1,7.831535,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.666366118411382,"1990FT"
"FKSH02",139.8821,37.7317,175.201282,175.201282,170.66041,"hard-soil",507,506,0.3581,5.330854,4.57679,5.342319,3.132232,2.54201,-1,13.181098,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.459390603121816,"1990FT"
"YMTH14",139.9916,38.386,180.780252,180.780252,176.331949,"medium-soil",310,261,0.514,10.400445,9.875009,10.853378,7.260671,9.104966,-1,9.966665,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.00401236086925605,"1990FT"
"IWTH24",141.0118,39.1979,182.600572,182.600572,178.097849,"soft-soil",486,447,0.722678,14.078645,13.81828,15.183034,10.268922,9.48229,-1,15.553668,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.0513788359559166,"1990FT"
"FKSH05",139.8725,37.2544,184.056428,184.056428,179.773057,"rock",596,458,0.153333,11.199251,10.891355,11.492691,7.031413,3.160111,-1,6.58913,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.218253837924513,"1990FT"
"YMTH05",139.8017,37.9883,184.175399,184.175399,179.846741,"rock",533,498,0.044444,3.434846,3.210818,3.435484,2.15204,1.891405,-1,6.57906,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.311548158125819,"1990FT"
"AKTH06",140.4952,38.9801,185.525824,185.525824,181.132245,"rock",455,352,0.198095,9.369893,8.828634,9.418403,5.981865,4.419444,-1,6.465986,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.135258753120674,"1990FT"
"TCGH13",140.1781,36.7342,186.532672,186.532672,182.330323,"rock",573,456,0.106667,47.751558,47.601051,48.35249,30.214181,13.508804,-1,6.383136,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.872582444095656,"1990FT"
"FKSH03",139.7533,37.6078,186.856509,186.856509,182.619536,"soft-soil",349,302,0.887944,6.346955,5.570086,6.603514,3.704845,3.989862,-1,14.726469,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.422236726952033,"1990FT"
"IWTH22",141.3015,39.334,188.681967,188.681967,184.306856,"rock",532,422,0.152782,36.559522,28.413118,36.560807,15.128447,15.31221,-1,6.210331,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.660404147020064,"1990FT"
"IBRH18",140.6198,36.3631,188.993067,188.993067,184.853176,"rock",558,487,0.138889,22.842618,22.140682,25.421961,17.59915,9.424969,-1,6.185767,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.55379743697806,"1990FT"
"TCGH10",140.0225,36.8578,190.100092,190.100092,185.976499,"hard-soil",371,306,0.277333,31.163692,26.873564,31.172366,18.652035,8.577594,-1,10.877006,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.392815898739168,"1990FT"
"IBRH15",140.3013,36.5566,191.023285,191.023285,186.92869,"rock",450,343,0.164912,30.62011,29.735602,33.365758,23.05695,6.746243,-1,6.028172,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.693091099844195,"1990FT"
"AKTH04",140.7129,39.174,191.913958,191.913958,187.648423,"hard-soil",458,362,0.220775,24.645813,20.347389,24.66003,13.356096,7.398218,-1,10.629541,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.281994176555191,"1990FT"
"YMTH12",140.0055,38.6357,192.492644,192.492644,188.304057,"medium-soil",366,338,0.454315,5.094724,4.436507,5.291323,3.192267,3.644306,-1,8.579626,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.286427185557898,"1990FT"
"IWTH21",141.9336,39.4734,198.642399,198.642399,194.458013,"rock",521,398,0.168333,20.087808,20.02176,23.418453,16.55753,7.616628,-1,5.476387,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.56300812035261,"1990FT"
"YMTH13",139.7606,38.4704,202.526872,202.526872,198.569733,"rock",576,490,0.091429,3.396808,3.372272,4.745319,3.355429,1.714346,-1,5.217399,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,-0.189531454016206,"1990FT"
"TCGH12",139.9842,36.6959,202.631352,202.631352,198.779563,"medium-soil",343,305,0.523077,26.53986,26.020664,27.019181,14.092434,6.677016,-1,7.555411,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.537060280659823,"1990FT"
"TCGH09",139.8364,36.8625,203.861523,203.861523,200.028668,"rock",468,378,0.133333,6.003697,5.848219,6.537981,4.41111,3.721139,-1,5.131653,-1,-1,-1,0.21,0,20101417084.18,6.5,"inter-plate",39.8,0.0567663455052914,"1990FT"
