"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","sigma","valid","event.num","mag","eq.type","depth","resids","model","pred.type","pred","obs"
"IWTH16",140.9465,39.6436,520.308616,520.308616,519.983563,"rock",534,502,0.173626,0.21,0,201115223146.34,5.8,"crustal",14.3,0.269146801928275,"1990FT","PGA2",0.101132,0.187947
"SZO010",138.9349,35.3091,78.928521,78.928521,75.362176,"rock",423,357,0.13986,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0578327144435591,"1990FT","PGA2",17.80038,20.335834
"TKY008",139.3909,34.7852,81.078407,81.078407,77.644093,"hard-soil",445,377,0.282535,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0757687955402768,"1990FT","PGA2",30.457804,25.581723
"SZO022",137.8136,35.0916,82.663678,82.663678,79.417008,"hard-soil",379,318,0.319364,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0817177162588734,"1990FT","PGA2",29.554053,35.6726
"YMN003",138.813,35.4648,90.370569,90.370569,87.262827,"rock",432,365,0.154083,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0100875438369064,"1990FT","PGA2",14.375203,14.71301
"KNG012",139.2048,35.3794,98.382648,98.382648,95.512537,"rock",475,403,0.115622,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0889860412888688,"1990FT","PGA2",12.480946,10.168607
"TKY029",139.4793,34.0745,113.213965,113.213965,110.85197,"rock",500,425,0.158941,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.207501036253076,"1990FT","PGA2",9.748982,15.720281
"KNG005",139.5462,35.3192,115.948167,115.948167,113.50421,"rock",440,372,0.169749,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.170671478318255,"1990FT","PGA2",9.331406,6.299058
"KNG008",139.3265,35.5751,121.774853,121.774853,119.439458,"hard-soil",330,275,0.35939,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.114424031961873,"1990FT","PGA2",15.183148,11.666425
"NGN021",137.9341,35.7304,128.486714,128.486714,126.351935,"rock",562,480,0.121529,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0955530210689509,"1990FT","PGA2",7.6798,6.163067
"GIF019",137.4039,35.4495,134.774444,134.774444,132.799858,"rock",594,508,0.102256,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.253857494340897,"1990FT","PGA2",6.988131,12.537719
"NGN020",137.9532,35.8282,137.454546,137.454546,135.451078,"rock",591,506,0.094737,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.00130435583634214,"1990FT","PGA2",6.716635,6.736838
"NGN018",137.5295,35.8132,155.357976,155.357976,153.612049,"hard-soil",467,396,0.272044,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0161410735959231,"1990FT","PGA2",9.26791,9.618844
"NGN014",138.4844,36.0956,155.763819,155.763819,153.948898,"hard-soil",314,261,0.294689,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.137808401680639,"1990FT","PGA2",9.215565,12.656988
"CHB018",140.3222,35.1577,171.235412,171.235412,169.56287,"hard-soil",343,286,0.247977,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.747427265572078,"1990FT","PGA2",7.458136,1.334145
"NGN011",138.2669,36.2564,175.180609,175.180609,173.567725,"rock",577,493,0.070748,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.300387037576444,"1990FT","PGA2",3.967434,1.986656
"NGN012",137.9785,36.2564,180.840933,180.840933,179.292156,"rock",547,467,0.078689,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.459357238654669,"1990FT","PGA2",3.681479,10.601799
"NGN010",138.4357,36.3281,181.496763,181.496763,179.927886,"hard-soil",361,302,0.224946,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0838936331710729,"1990FT","PGA2",6.509034,5.365657
"MIE018",136.4546,34.8702,193.71037,193.71037,192.419707,"rock",448,379,0.182118,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.141651638799167,"1990FT","PGA2",3.115885,2.248691
"MIE001",136.4943,35.1718,195.806231,195.806231,194.508403,"hard-soil",567,484,0.234581,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.425216702563058,"1990FT","PGA2",5.40992,2.032236
"GIF017",136.5714,35.4829,200.916789,200.916789,199.629549,"hard-soil",495,421,0.258947,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.26906297513489,"1990FT","PGA2",5.070377,2.728835
"GNM009",139.3251,36.4106,202.952396,202.952396,201.509141,"hard-soil",414,349,0.29666,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.293802257954805,"1990FT","PGA2",4.941979,2.512457
"GIF009",136.8311,35.9219,207.394131,207.394131,206.110514,"hard-soil",455,386,0.275521,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.393933890030225,"1990FT","PGA2",4.674491,1.887124
"NGN007",138.1191,36.5339,207.540352,207.540352,206.170012,"hard-soil",341,285,0.352395,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.357801554982563,"1990FT","PGA2",4.66597,10.635147
"GIF006",136.9528,36.0333,207.688526,207.688526,206.395231,"rock",596,510,0.118814,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.147238056477503,"1990FT","PGA2",2.6116,3.665597
"TCG012",139.8047,36.2859,210.232147,210.232147,208.827372,"hard-soil",379,318,0.322957,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.304904575536629,"1990FT","PGA2",4.512225,2.236074
"SIG008",136.2946,35.0701,211.028819,211.028819,209.838978,"hard-soil",427,360,0.294541,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.252663953546423,"1990FT","PGA2",4.467833,2.497083
"NGN004",138.1938,36.6486,218.887906,218.887906,217.579731,"hard-soil",485,412,0.264113,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.133099583583976,"1990FT","PGA2",4.055471,2.984982
"GNM003",139.0784,36.6578,222.809115,222.809115,221.490831,"hard-soil",395,333,0.310319,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.145834302591355,"1990FT","PGA2",3.865947,2.763259
"TCG010",139.4376,36.6347,229.625291,229.625291,228.334599,"rock",540,461,0.149865,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.101202451208334,"1990FT","PGA2",1.996132,1.5812
"NGN005",137.8544,36.6981,230.680072,230.680072,229.448512,"rock",534,455,0.133296,0.21,0,201101235811.07,5.9,"intra-plate",22.8,0.203543336601547,"1990FT","PGA2",1.970954,3.149342
"NGN001",138.366,36.8514,239.490075,239.490075,238.278632,"hard-soil",326,271,0.365116,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.274511940097379,"1990FT","PGA2",3.163663,1.681428
"SIG002",136.0243,35.4215,244.420587,244.420587,243.384909,"hard-soil",371,311,0.203226,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.116119853268764,"1990FT","PGA2",2.984332,2.284164
"TCG004",139.4204,36.8061,246.899742,246.899742,245.691867,"hard-soil",452,383,0.280026,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.200771675774963,"1990FT","PGA2",2.89846,1.825558
"SZOH39",138.7724,34.7988,32.502115,32.502115,22.833943,"hard-soil",376,285,0.222222,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.349144166149627,"1990FT","PGA2",98.461298,219.993436
"SZOH33",138.3526,35.0146,44.742826,44.742826,38.322861,"rock",519,405,0.145641,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.524244483483046,"1990FT","PGA2",38.44399,128.550254
"SZOH40",138.97,34.7832,45.813944,45.813944,39.509183,"rock",492,407,0.14,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.329981568747364,"1990FT","PGA2",37.359065,79.868875
"SZOH34",138.4243,35.1304,53.391307,53.391307,48.096807,"rock",430,370,0.136092,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.453625990485755,"1990FT","PGA2",30.836214,87.636907
"SZOH31",138.0767,34.9398,55.14873,55.14873,50.145261,"hard-soil",397,319,0.280009,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.320019496681581,"1990FT","PGA2",52.721712,110.156214
"SZOH37",138.5659,35.2028,59.541756,59.541756,54.806449,"hard-soil",365,281,0.24,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.207721344845015,"1990FT","PGA2",47.608447,76.807806
"SZOH38",138.9779,35.0854,61.912423,61.912423,57.338129,"rock",588,526,0.094713,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.581359144961661,"1990FT","PGA2",25.312237,96.536083
"SZOH32",137.8409,35.0086,76.2251,76.2251,72.702449,"rock",579,484,0.076667,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.080993000193494,"1990FT","PGA2",18.7672,22.614786
"SZOH30",137.9181,35.2233,84.236766,84.236766,81.022343,"rock",505,387,0.168889,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0398311653479082,"1990FT","PGA2",16.089251,17.634656
"AICH10",137.6243,35.0002,93.272918,93.272918,90.437894,"rock",504,382,0.180952,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.226822842315904,"1990FT","PGA2",13.648102,8.095607
"SZOH25",137.5604,34.6913,93.291044,93.291044,90.504782,"soft-soil",332,298,1.302507,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.591664610695047,"1990FT","PGA2",31.607941,8.093411
"YMNH15",138.6045,35.5323,94.443625,94.443625,91.484277,"rock",578,468,0.12,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.449562084074384,"1990FT","PGA2",13.368498,37.639574
"AICH17",137.7268,35.184,94.504268,94.504268,91.673229,"hard-soil",314,235,0.339649,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.313701634258237,"1990FT","PGA2",23.815024,49.040248
"YMNH12",138.449,35.5623,97.937539,97.937539,95.09669,"rock",447,363,0.166667,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.213969396823702,"1990FT","PGA2",12.577316,20.585308
"YMNH14",138.9675,35.5115,99.724118,99.724118,96.897549,"hard-soil",309,236,0.313023,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.307071701480761,"1990FT","PGA2",21.749966,44.109312
"AICH22",137.4393,34.7853,104.358004,104.358004,101.873266,"medium-soil",404,388,0.566581,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.222719492567906,"1990FT","PGA2",16.348876,9.789678
"AICH16",137.535,35.1543,107.374607,107.374607,104.910118,"medium-soil",363,347,0.433704,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0177938442669336,"1990FT","PGA2",15.548512,14.924335
"NGNH14",137.6261,35.3095,109.761552,109.761552,107.326942,"rock",476,371,0.180952,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.802480070380614,"1990FT","PGA2",10.310612,65.428131
"AICH19",137.4114,34.9512,109.763784,109.763784,107.387138,"rock",586,445,0.13982,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0531783479999862,"1990FT","PGA2",10.310236,9.122004
"NGNH13",137.8767,35.5143,110.746633,110.746633,108.291671,"rock",513,440,0.061538,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.398156856310953,"1990FT","PGA2",10.146269,25.378341
"NGNH03",137.7346,35.4786,115.435057,115.435057,113.096185,"hard-soil",400,296,0.259608,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.174636590938759,"1990FT","PGA2",16.777646,25.082315
"KNGH18",139.1283,35.6437,118.782556,118.782556,116.394173,"hard-soil",388,349,0.324943,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.272280733439168,"1990FT","PGA2",15.910913,29.783507
"NGNH24",137.8797,35.6152,119.812503,119.812503,117.536199,"soft-soil",464,427,0.644202,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.249134827351698,"1990FT","PGA2",20.337639,11.459501
"AICH18",137.2377,34.9635,125.200141,125.200141,123.132215,"rock",499,387,0.16,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.175374545506059,"1990FT","PGA2",8.074919,12.092406
"TKYH12",139.265,35.6701,127.272744,127.272744,125.034903,"hard-soil",325,268,0.382456,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.051176232749784,"1990FT","PGA2",13.950837,12.400067
"GIFH28",137.4706,35.4571,130.65766,130.65766,128.6149,"hard-soil",366,338,0.327273,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.055822449937823,"1990FT","PGA2",13.253475,15.071352
"NGNH23",137.6105,35.6056,133.139703,133.139703,131.112799,"rock",524,461,0.106667,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.407403479723602,"1990FT","PGA2",7.160332,18.295178
"NGNH11",138.3052,35.9157,137.716271,137.716271,135.687348,"medium-soil",372,315,0.419017,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.172378499041498,"1990FT","PGA2",9.701685,14.428649
"NGNH21",137.9236,35.8315,138.863345,138.863345,136.881977,"rock",507,471,0.089697,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0443704710734237,"1990FT","PGA2",6.579083,7.286783
"CHBH16",139.9649,35.1384,139.977766,139.977766,137.95044,"hard-soil",361,330,0.30303,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.476764498781088,"1990FT","PGA2",11.542977,3.850821
"NGNH19",138.5845,35.9735,142.31545,142.31545,140.331524,"rock",473,425,0.102614,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.207357771968052,"1990FT","PGA2",6.256243,10.084895
"NGNH20",137.7173,35.787,143.391757,143.391757,141.489686,"rock",529,467,0.087625,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.00235434491686271,"1990FT","PGA2",6.159538,6.126237
"SITH11",139.2726,35.8637,146.03423,146.03423,144.071189,"hard-soil",371,279,0.264727,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.287755140924032,"1990FT","PGA2",10.57459,20.512504
"AICH21",136.9385,34.7401,149.153734,149.153734,147.457767,"medium-soil",355,303,0.411761,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.261725880916982,"1990FT","PGA2",8.223659,4.501313
"AICH11",137.057,35.3059,153.056341,153.056341,151.351087,"hard-soil",382,296,0.242857,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.465221597307657,"1990FT","PGA2",9.571578,3.279155
"SITH08",138.9691,36.0274,153.063853,153.063853,151.195556,"rock",520,399,0.141176,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.210303896406819,"1990FT","PGA2",5.366673,8.709817
"SITH10",139.2191,35.9964,157.142315,157.142315,155.312146,"rock",542,404,0.154286,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.321775629479001,"1990FT","PGA2",5.069372,2.416454
"NGNH10",137.7669,35.9632,157.961499,157.961499,156.220328,"rock",511,448,0.122105,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.18955518142794,"1990FT","PGA2",5.012049,7.754798
"NGNH18",137.595,35.9324,162.712183,162.712183,161.033492,"soft-soil",379,334,0.69103,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.409121587361846,"1990FT","PGA2",10.875347,27.897463
"GNMH12",138.9129,36.144,164.366813,164.366813,162.622487,"hard-soil",406,311,0.209524,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.204110265294209,"1990FT","PGA2",8.18443,13.094795
"NGNH31",137.9389,36.1184,167.527786,167.527786,165.866981,"rock",526,447,0.100741,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.571502471805174,"1990FT","PGA2",4.396429,16.39089
"NGNH30",137.6849,36.064,171.164412,171.164412,169.55546,"rock",456,373,0.156303,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.170860289152513,"1990FT","PGA2",4.186119,6.204001
"SITH06",139.2894,36.1131,171.400663,171.400663,169.712453,"hard-soil",369,294,0.218182,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.131034016891132,"1990FT","PGA2",7.441619,10.062397
"GIFH26",136.8764,35.4121,172.782013,172.782013,171.274146,"hard-soil",425,358,0.211667,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.00569430409032623,"1990FT","PGA2",7.305215,7.210057
"CHBH17",140.3398,35.1714,173.191197,173.191197,171.535882,"rock",526,489,0.066667,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.743517715060527,"1990FT","PGA2",4.074041,0.735373
"GNMH11",138.921,36.2862,179.835046,179.835046,178.231995,"hard-soil",421,375,0.327619,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.412543032655449,"1990FT","PGA2",6.652714,2.573095
"NGNH32",137.9898,36.2578,180.698801,180.698801,179.148182,"medium-soil",309,280,0.449138,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.113550935896844,"1990FT","PGA2",5.348121,6.946278
"NGNH37",138.4967,36.3308,181.570307,181.570307,179.999102,"soft-soil",338,278,0.863115,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.111182818257072,"1990FT","PGA2",8.447509,10.912179
"GIFH06",136.7939,35.5038,184.032594,184.032594,182.615057,"hard-soil",300,231,0.376471,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.550019479805106,"1990FT","PGA2",6.296666,1.774562
"GIFH18",137.1495,35.8991,184.784612,184.784612,183.330232,"rock",553,484,0.092308,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.33514559431535,"1990FT","PGA2",3.496397,7.564258
"MIEH04",136.5866,34.3532,185.657383,185.657383,184.339556,"rock",490,421,0.157085,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.800030244942664,"1990FT","PGA2",3.456909,0.547845
"GIFH08",136.9621,35.8323,192.044786,192.044786,190.658152,"hard-soil",384,327,0.325379,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.266044976441746,"1990FT","PGA2",5.676549,3.076376
"MIEH01",136.4563,34.9849,195.02096,195.02096,193.731545,"hard-soil",342,280,0.232804,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.525905597853863,"1990FT","PGA2",5.464372,1.627926
"MIEH10",136.4245,34.8224,196.074963,196.074963,194.804301,"rock",421,357,0.199608,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.25569904618181,"1990FT","PGA2",3.023231,1.677924
"GIFH23",136.7847,35.7235,197.396199,197.396199,196.061686,"rock",588,468,0.070588,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0521317355055864,"1990FT","PGA2",2.97284,2.636573
"NGNH35",137.8201,36.3824,198.457801,198.457801,197.046187,"rock",511,427,0.115556,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.175264987247875,"1990FT","PGA2",2.933049,4.391211
"GNMH08",138.5244,36.4917,199.246967,199.246967,197.805046,"soft-soil",338,314,1.158133,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.00104688725762725,"1990FT","PGA2",6.727286,6.743522
"GIFH25",136.6127,35.5214,199.406818,199.406818,198.105645,"rock",468,422,0.176,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0736617044870305,"1990FT","PGA2",2.897994,3.433675
"NGNH26",138.1474,36.4663,199.746936,199.746936,198.325799,"soft-soil",300,283,0.821342,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0486339064934471,"1990FT","PGA2",6.684851,7.47697
"GIFH15",137.2208,36.1338,200.143862,200.143862,198.784267,"soft-soil",369,355,0.687963,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.0420643957214966,"1990FT","PGA2",6.65138,7.327843
"NGNH33",137.9637,36.4598,202.733754,202.733754,201.341548,"rock",435,378,0.185037,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.287935451894632,"1990FT","PGA2",2.778836,5.392602
"GIFH03",136.6134,35.6325,205.121168,205.121168,203.849628,"hard-soil",421,344,0.211191,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.0898135032040031,"1990FT","PGA2",4.809251,3.910785
"GIFH17",136.8732,35.9514,206.679076,206.679076,205.387538,"rock",429,354,0.16,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.201574084998123,"1990FT","PGA2",2.644719,4.206817
"MIEH02",136.2835,34.7662,208.657114,208.657114,207.472469,"rock",423,335,0.182759,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.500559993635,"1990FT","PGA2",2.580265,0.8149
"GIFH07",136.4347,35.4179,209.415487,209.415487,208.190037,"hard-soil",424,330,0.217511,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.424274720595643,"1990FT","PGA2",4.558252,1.716025
"SIGH01",136.3599,35.2383,209.467306,209.467306,208.255877,"rock",562,444,0.16,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.177332471962734,"1990FT","PGA2",2.554383,1.698062
"GIFH04",137.1983,36.2448,211.143304,211.143304,209.849269,"hard-soil",379,296,0.228571,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.350378177392778,"1990FT","PGA2",4.461495,1.991142
"SIGH04",136.261,34.9638,212.262239,212.262239,211.086959,"hard-soil",482,451,0.291429,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.663859849068567,"1990FT","PGA2",4.40008,0.954115
"NGNH27",138.0479,36.577,213.481114,213.481114,212.149377,"hard-soil",381,318,0.251286,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.542374239949802,"1990FT","PGA2",4.334269,15.110892
"NGNH34",137.8201,36.5327,214.131499,214.131499,212.815123,"rock",488,428,0.155882,0.21,1,201101235811.07,5.9,"intra-plate",22.8,0.28909708661043,"1990FT","PGA2",2.410996,4.691304
"GIFH10",137.3716,36.3779,214.976391,214.976391,213.691249,"hard-soil",385,308,0.259039,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.349817551707647,"1990FT","PGA2",4.255053,1.901461
"IBRH17",140.314,36.0864,222.891286,222.891286,221.558438,"soft-soil",300,272,2.746074,0.21,1,201101235811.07,5.9,"intra-plate",22.8,-0.38799180334681,"1990FT","PGA2",5.017099,2.05334
"NGNH28",138.0964,36.7075,226.73675,226.73675,225.47441,"rock",586,499,0.102381,0.21,0,201101235811.07,5.9,"intra-plate",22.8,0.767167413202147,"1990FT","PGA2",2.06695,12.091979
"NARH06",136.0512,34.6413,230.001795,230.001795,228.942744,"hard-soil",371,281,0.260223,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.115072091638868,"1990FT","PGA2",3.543668,2.718823
"GIFH13",136.8979,36.2743,230.469484,230.469484,229.293533,"rock",592,541,0.054545,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.0640711114144547,"1990FT","PGA2",1.975952,1.704925
"MIEH05",136.1689,34.0637,231.223578,231.223578,230.197457,"rock",590,488,0.066667,0.21,0,201101235811.07,5.9,"intra-plate",22.8,0.0811321350901226,"1990FT","PGA2",1.95812,2.360323
"SIGH03",136.0316,34.853,231.936077,231.936077,230.875073,"hard-soil",392,347,0.366038,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.159981133446068,"1990FT","PGA2",3.46223,2.395382
"TYMH07",137.0392,36.4406,236.979255,236.979255,235.822138,"hard-soil",425,353,0.255105,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.350301305444201,"1990FT","PGA2",3.259582,1.454992
"NARH03",136.0022,34.2925,239.315903,239.315903,238.318309,"rock",492,360,0.165517,0.21,0,201101235811.07,5.9,"intra-plate",22.8,-0.235836856634658,"1990FT","PGA2",1.77769,1.032807
